,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,y
1600,20, Local-gov,174092, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
1601,50, Private,98065, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
1602,44, Private,82846, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
1603,73, Self-emp-not-inc,33131, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1409,0,35, United-States, <=50K
1604,27, Private,64692, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
1605,30, Private,114749, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
1606,29, Private,442430, HS-grad,9, Never-married, Sales, Unmarried, White, Male,7488,0,45, United-States, >50K
1607,55, Private,34351, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
1608,55, Private,264673, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
1609,42, Self-emp-not-inc,33728, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, Jamaica, <=50K
1610,48, Private,236910, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, <=50K
1611,50, Private,242419, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1612,41, Local-gov,442559, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3942,0,40, Mexico, <=50K
1613,39, Private,159486, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,60, United-States, >50K
1614,46, Private,192768, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
1615,49, Private,199777, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,15020,0,50, United-States, >50K
1616,49, Self-emp-inc,99835, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
1617,21, Private,135853, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
1618,24, Private,154813, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
1619,43, Self-emp-not-inc,395965, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
1620,22, Private,191464, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,33, United-States, <=50K
1621,43, Self-emp-not-inc,27671, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
1622,43, Self-emp-not-inc,119967, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
1623,25, Private,330353, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
1624,24, Private,298990, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1625,62, ?,263693, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,32, United-States, <=50K
1626,25, Private,175058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1627,37, Local-gov,29531, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
1628,46, Private,102303, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
1629,55, Private,34358, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
1630,44, Private,195603, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
1631,57, Private,168983, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1632,19, Private,230828, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
1633,21, Private,122299, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
1634,53, Private,143823, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
1635,43, Private,140207, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
1636,30, Private,200722, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,42, United-States, <=50K
1637,37, Private,162475, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
1638,35, Private,194604, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
1639,22, Private,211368, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
1640,42, Private,72337, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
1641,42, Self-emp-not-inc,168324, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
1642,41, Private,190290, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
1643,26, Private,109564, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
1644,24, Private,501351, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1645,38, Private,112494, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
1646,25, ?,242580, Assoc-acdm,12, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
1647,50, Private,248342, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
1648,29, Private,393654, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1649,20, Self-emp-inc,110185, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
1650,28, Private,352458, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
1651,40, Local-gov,345905, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,4101,0,48, United-States, <=50K
1652,53, Private,262914, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1653,65, Private,252653, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2414,0,40, United-States, <=50K
1654,19, Private,151885, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
1655,51, Private,109277, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
1656,25, Private,339572, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
1657,45, Private,368482, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
1658,28, Private,232897, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
1659,27, Private,152688, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
1660,20, ?,263019, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,20, United-States, <=50K
1661,40, Private,56510, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
1662,24, Private,151323, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, United-States, <=50K
1663,60, Private,205152, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
1664,18, Private,134886, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
1665,26, Private,410497, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1666,65, Private,69031, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,10, Italy, <=50K
1667,46, Private,142525, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1668,56, Self-emp-not-inc,145114, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
1669,19, Private,163200, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
1670,26, Private,186012, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1671,29, Private,104351, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
1672,18, Private,152471, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
1673,18, ?,208986, HS-grad,9, Never-married, ?, Own-child, White, Female,0,1602,32, United-States, <=50K
1674,17, Self-emp-inc,210858, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
1675,47, Local-gov,192758, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
1676,53, Private,175178, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1677,42, Local-gov,191514, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
1678,41, Local-gov,194545, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1679,39, Local-gov,67136, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
1680,23, Private,224207, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1681,23, Private,254240, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,44, United-States, <=50K
1682,60, Private,287058, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
1683,28, Self-emp-inc,304402, Assoc-acdm,12, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,80, United-States, <=50K
1684,21, Private,314636, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1685,38, State-gov,131937, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
1686,19, Federal-gov,24422, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
1687,30, Private,248106, HS-grad,9, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1688,21, Private,95165, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
1689,34, Self-emp-not-inc,112150, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
1690,41, Private,42596, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
1691,44, State-gov,192771, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,64, United-States, <=50K
1692,29, Private,272941, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
1693,27, Private,100681, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
1694,51, Private,413227, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
1695,33, Private,41935, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
1696,30, Federal-gov,284833, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
1697,29, Local-gov,147212, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
1698,20, Private,194793, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
1699,26, Private,252150, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
1700,47, Private,199176, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
1701,42, Private,228894, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,30, Japan, <=50K
1702,30, Private,198251, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,52, United-States, <=50K
1703,49, State-gov,123054, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1704,62, Self-emp-not-inc,137293, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2740,45, United-States, <=50K
1705,57, Private,334258, 11th,7, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
1706,26, Private,169688, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
1707,21, Private,231646, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
1708,25, Private,184033, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,55, United-States, <=50K
1709,46, Private,172593, Some-college,10, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
1710,37, State-gov,89511, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,45, United-States, <=50K
1711,19, Private,57116, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
1712,53, Private,348353, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
1713,57, Private,314524, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
1714,72, Private,200578, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,43, United-States, <=50K
1715,44, Self-emp-not-inc,32626, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
1716,19, Private,143365, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
1717,42, Private,92665, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,50, United-States, <=50K
1718,20, Private,268243, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
1719,46, Federal-gov,357232, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
1720,53, Private,310954, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
1721,19, ?,178992, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
1722,28, Private,123784, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
1723,46, Private,234160, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, >50K
1724,30, Private,251682, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,30, United-States, <=50K
1725,21, ?,328994, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,17, Nicaragua, <=50K
1726,63, Private,78376, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
1727,28, State-gov,168240, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
1728,20, ?,75713, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States, <=50K
1729,37, Private,401317, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1730,70, Self-emp-not-inc,162349, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
1731,19, Private,122574, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
1732,45, Private,222984, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
1733,33, Local-gov,107691, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
1734,65, Private,241480, 12th,8, Divorced, Other-service, Other-relative, Black, Female,0,0,15, United-States, <=50K
1735,72, Private,311010, 1st-4th,2, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
1736,51, Private,343181, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
1737,31, Private,509940, Bachelors,13, Separated, Tech-support, Unmarried, Other, Female,14084,0,35, United-States, >50K
1738,20, Private,415993, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
1739,34, Private,117213, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,43, United-States, >50K
1740,57, State-gov,34092, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
1741,28, Private,195930, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
1742,38, Self-emp-not-inc,39054, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
1743,42, Self-emp-not-inc,103309, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
1744,29, Local-gov,34116, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,60, United-States, >50K
1745,53, Private,112950, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
1746,43, Private,183430, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
1747,24, Private,250771, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1748,47, Private,371110, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
1749,45, Local-gov,378243, 12th,8, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
1750,26, Local-gov,257752, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
1751,24, Private,161683, 10th,6, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
1752,46, Private,288460, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
1753,56, Local-gov,229676, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
1754,43, Self-emp-inc,269584, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
1755,25, State-gov,142504, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
1756,32, Private,134127, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
1757,22, Self-emp-not-inc,488636, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
1758,30, Private,391767, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
1759,54, Local-gov,186273, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
1760,29, Private,174310, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1761,46, Private,376282, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
1762,62, Private,327878, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,1797,0,35, United-States, <=50K
1763,28, Private,375363, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, Mexico, <=50K
1764,22, Private,109632, 10th,6, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
1765,45, Private,174232, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
1766,24, Private,116378, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
1767,43, Private,198306, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,45, United-States, >50K
1768,31, Private,598876, 5th-6th,3, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0,0,40, Mexico, <=50K
1769,21, Private,103076, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
1770,31, Private,87054, Assoc-acdm,12, Never-married, Exec-managerial, Unmarried, White, Male,0,0,45, Scotland, <=50K
1771,52, Private,205182, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1772,42, Self-emp-not-inc,86926, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1773,25, Private,82793, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
1774,36, Private,123010, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
1775,29, Private,104453, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
1776,78, Local-gov,213539, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,13, United-States, <=50K
1777,46, Private,275322, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States, <=50K
1778,20, Private,205444, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
1779,47, Self-emp-inc,123000, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
1780,23, Private,70479, Some-college,10, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
1781,62, Self-emp-not-inc,201503, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
1782,38, Private,156454, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1783,21, Private,123516, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
1784,42, Local-gov,37669, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, ?, <=50K
1785,25, Private,143064, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
1786,28, Private,280450, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
1787,51, Private,143774, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
1788,49, Self-emp-not-inc,142289, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,2001,30, United-States, <=50K
1789,37, Private,22955, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1790,33, Self-emp-not-inc,43678, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1791,45, Self-emp-inc,162187, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
1792,17, Private,243396, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,2, United-States, <=50K
1793,70, Private,222991, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,12, United-States, <=50K
1794,41, Private,86235, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
1795,17, Private,267724, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
1796,52, Private,35367, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
1797,39, Private,140919, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
1798,57, Self-emp-not-inc,234052, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
1799,44, Self-emp-not-inc,161295, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,2174,0,80, United-States, <=50K
1800,19, Private,168478, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
1801,31, Self-emp-not-inc,128467, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
1802,39, Private,190297, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1803,19, ?,273390, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
1804,51, Private,87508, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States, >50K
1805,33, Self-emp-inc,83671, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1806,22, Private,61319, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
1807,41, State-gov,201719, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,60, Taiwan, >50K
1808,37, Private,423293, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
1809,40, State-gov,76092, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,2885,0,40, United-States, <=50K
1810,18, Private,154367, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, ?, <=50K
1811,37, Self-emp-not-inc,67996, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, United-States, <=50K
1812,54, Private,98358, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
1813,50, Private,232727, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,43, United-States, >50K
1814,43, State-gov,160399, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,10520,0,60, United-States, >50K
1815,25, Private,204589, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
1816,25, Local-gov,110331, Bachelors,13, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
1817,70, Private,122074, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States, >50K
1818,44, Local-gov,112183, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2042,40, United-States, <=50K
1819,45, Private,41994, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
1820,22, Private,44302, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
1821,28, Local-gov,182951, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
1822,40, Self-emp-inc,83928, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, ?, <=50K
1823,29, State-gov,144816, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
1824,32, Private,146607, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,25, United-States, >50K
1825,50, Private,256483, Some-college,10, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, Cuba, <=50K
1826,39, Private,160035, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,4650,0,40, United-States, <=50K
1827,60, Federal-gov,32873, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
1828,28, State-gov,207310, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
1829,77, ?,177669, Some-college,10, Widowed, ?, Not-in-family, White, Female,2329,0,40, United-States, <=50K
1830,53, Private,97384, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
